permno,fyearq,fqtr,revtq,req,epspiq,quickq,curratq,cashrratq,peq,roeq,roaq,revtq_qoq,req_qoq,epspiq_qoq,quickq_qoq,curratq_qoq,cashrratq_qoq,peq_qoq,roeq_qoq,roaq_qoq,revtq_aoa,req_aoa,epspiq_aoa,quickq_aoa,curratq_aoa,cashrratq_aoa,peq_aoa,roeq_aoa,roaq_aoa,revtq_5o5,req_5o5,epspiq_5o5,quickq_5o5,curratq_5o5,cashrratq_5o5,peq_5o5,roeq_5o5,roaq_5o5
88157.0,2004.0,3.0,14.025,-0.385,0.03,3.4452888318356862,3.4452888318356862,,253.38614334470995,0.012281407709203088,0.013575079921545613,0.03989026469934012,-0.6975648075412412,-1.5999999999999999,-0.11227112904616189,-0.11227112904616189,,-1.9655720865502502,-2.5130852767515095,-1.8060860562123588,0.06621559981754599,-0.9217161447742985,-0.5,-0.02127175133105108,-0.02127175133105108,,0.4074370006478185,-0.16467819383920212,-0.40784312991383165,0.19789624324875166,,-0.12944943670387588,,,,,,
88198.0,2004.0,3.0,41.732,-156.937,0.02,1.7890659359247607,1.7890659359247607,,199.1796030534351,0.13809242705346603,0.020940567153681384,-0.003272110630776958,-0.008616496421374319,1.0,-0.022026155638670483,-0.022026155638670483,,-0.46198287929212944,1.2585660028402843,0.520010465960776,0.28977623933737173,0.016095719678085763,-1.3333333333333335,0.012994114155021608,0.012994114155021608,,-5.5518902556791625,-1.1851816883718629,-1.272870834434422,0.20768936969885488,,,,,,,,
88190.0,2004.0,3.0,1.074,-230.617,-0.27,11.76043020919513,12.057440018910293,,-8.25796187473126,-2.883057851239669,-0.11107396440284015,0.5958395245170877,0.0634568561626148,-0.03571428571428574,-0.07031803690393702,-0.06243362603831956,,-0.3842097719574843,1.804969368811536,0.04314632463165898,,0.35583684123885884,0.08000000000000007,-0.297225227929621,-0.27947664240916625,,-0.6990741110908576,9.304953027986693,0.6111241613335232,-0.4229320728162619,,,,,,,,
88182.0,2004.0,3.0,318.4,-1570.5,0.04,1.1875897730537202,1.7762137316862967,,50.6818770700637,1.6025477446947505,-0.05277310924369748,-0.045277361319340396,-0.010022692889561327,-3.0,0.03804927343808572,0.07837620056867725,,-1.1393066596838612,-12.53852691011588,-5.749579831932773,0.20241691842900278,0.04832788198384619,-1.4,0.07899937625758202,0.10868242729438804,,-1.9547190744462453,-2.5730530009273624,-2.492216322111666,,,,,,,,,
88255.0,2004.0,3.0,16.447,-294.98,-0.02,2.4595665214192746,2.54569633863392,,-455.0265569620252,-0.006125845017671901,-0.007473275943619336,0.09961890753493337,0.0007599506032109488,-0.7999999999999999,0.030210577167513016,0.0255087166002826,,4.688113584610759,-0.8307542632349642,-0.8164555070436157,0.3899264768021633,0.05245506247368681,-0.75,0.6879669723695807,0.6867818620049861,,17.564514979133673,-0.9972211214895101,-0.9224421437999079,1.064070060601741,,-0.6907411644026765,,,,,,
88260.0,2004.0,3.0,43.97,-63.686,0.12,8.608178553500405,9.42877553384562,,84.95365204624702,0.05438118325231213,0.021942134616546198,-0.0935702653115917,-0.07138899419672792,0.0,0.02863570902610339,0.05271190666735266,,-0.3090150073993427,1.2162518187458693,-0.07331343574040948,0.23803356233810113,-0.2446389600531359,-2.333333333333333,0.4068925217664239,0.3784496757359881,,-1.9030359370291476,-1.9894249845614589,-2.132677257193133,0.5927214709750015,,,,,,,,
88263.0,2004.0,3.0,22.456,-44.779,-0.03,1.6060428392745465,1.9760397123202,,-144.13054545454546,-0.03174053554939982,-0.009661552875043916,-0.07732763579587482,0.00011167195247247415,-2.0,-0.08917333952702124,-0.0749584516060954,,-1.7604020112553191,-2.635293755327083,-2.0575994081454323,-0.027204990469589352,-0.08952462282949047,0.5,-0.08988263688352183,-0.03801628120136902,,-0.5579596946939209,2.246860453494017,0.5241597678571215,0.218207834868009,,-0.5833756292276153,,,,,,
88256.0,2004.0,3.0,7.119,-94.888,-0.08,0.7654942561338817,0.7882569848248475,,-5.708919449901769,-13.255208333333332,-0.21764538198403646,0.1381294964028777,0.033525759721163305,-0.20000000000000004,-0.18193630049850099,-0.17200250209688048,,-0.2797415457654862,1.2871372742143583,0.027813317575152548,0.1861046317894035,0.1543271453249313,0.1428571428571428,-0.19612682339456766,-0.18891951603746904,,-0.6855571205827351,8.237851481192388,1.1022874184863038,0.796913118363805,,-0.3442939205553408,,,,,,
88575.0,2004.0,3.0,16.268,-344.835,-0.08,6.621675426023252,7.130116260551044,,-69.93350488934637,-0.13939106978879706,-0.04241894989629953,0.20772086117297697,0.011320478040911963,-1.2580645161290323,0.1040935251496865,0.12280005103763392,,-5.7050131345234,-1.1894531909458366,-1.2502760341226702,0.812590529247911,0.02052684382019465,-0.7647058823529411,0.11483808882021163,0.1312012530154052,,8.486368899962567,-0.9499847829397925,-0.7616857315784583,,,-0.2597856550256933,,,,,,
88534.0,2004.0,3.0,12.27,32.878,0.28,15.056135467408957,16.145905822315008,,69.92983566646379,0.008623983808116098,0.046827127242671684,0.12610132158590295,0.11104352527710197,0.2727272727272728,0.04841966602239731,0.054115636259126444,,0.12727699446328386,-0.3600950407640896,0.19718444539957095,0.8819018404907977,0.4550362896087803,1.8000000000000003,-0.18512610477446234,-0.18064345714318297,,-0.03505781898363558,-0.6100185412200205,1.3701525727937813,0.12368214294164903,,0.04941452284458392,,,,,,
88430.0,2004.0,3.0,163.445,-2630.256,-0.07,1.569960316668993,1.576764312920015,,-13.195239389163634,-57.50312499999999,-0.0794447802435023,0.1499602479402804,0.014200900970029124,-0.12499999999999993,-0.3165619680248411,-0.3145543089483808,,-0.2695938025819721,2.0022312248877325,-0.22434154841119106,0.1410649334329337,0.06673285444528787,-0.7307692307692307,-0.5243624215864058,-0.5223010724771253,,1.4177112311754239,-0.14761809044386864,-0.6940926946140741,,,-0.3402460446135529,,,,,,
88248.0,2004.0,3.0,20.369,-177.46,-0.2,2.742954680043195,3.0686592120388756,,-11.826846184158676,-1.344008191511899,-0.11512695268196046,0.09912583639110727,0.04467507697017147,-0.3103448275862068,-0.05703814427161426,-0.011841479324922626,,-0.10131049026692356,0.7906559273813714,-0.23020744754399958,-0.4567976958771134,0.3068131609178475,-21.0,-0.15622216484602425,-0.15889139312432965,,-1.016988374707375,-176.86417552854223,-32.60988299763021,0.8871569882143875,,-0.19179710749609946,,,,,,
88264.0,2004.0,3.0,46.762,-790.346,0.04,3.695295703416547,4.002372756742305,,135.3058755356447,0.3239433509270623,0.040096531579728374,0.10389273152191883,-0.012825156692238743,1.0,0.06741485026516747,0.08843065926327921,,-0.4317012431313138,0.5001190229675497,0.9836487189749125,1.1015684688328613,-0.030800906969414843,-3.0,0.11261232372526253,0.14567333042006592,,-1.4024361338478895,-4.092634222119026,-2.7849853252087593,,,,,,,,,
88262.0,2004.0,3.0,16.737,-86.477,0.05,2.050380723896944,3.075831855637843,,81.22053757542513,0.10140396938412245,0.03722611341406138,0.06925190059413518,-0.02064552661381646,0.6666666666666669,0.008278256115501183,0.04187623339414336,,-0.47977878526813644,0.9110748076238461,0.8681861382464799,0.6158524811739716,-0.01910141672621679,-2.25,0.06178971040498249,0.14500207625352757,,-1.883941218071013,-2.115780302419102,-2.1506046883894947,0.27471128720367455,,0.04563955259127317,,,,,,
